PDT_LABEL,ITEM_SUP_LINK,PDT_SUP_REF,PDT_SUMMARY,PDT_KEYWORD,PDT_DESCRIPTION,PDT_IMG_FILE,PDT_IMG_URL,PDT_UNSPSC,PDT_FILE,ITEM_LABEL,ITEM_SUP_REF,PDT_SUP_URL,ITEM_CTR_REF,ITEM_VALIDITY_BEGIN_DATE,ITEM_VALIDITY_END_DATE,ITEM_COMMENT,ITEM_PUBLIC_PRICE,ITEM_UNIT_CURRENCY,ITEM_QTY_NEG_B,ITEM_PRICE_B,ITEM_QTY_NEG_C,ITEM_PRICE_C,ITEM_QTY_NEG_D,ITEM_PRICE_D,ITEM_QTY_NEG_E,ITEM_PRICE_E,ITEM_UNIT,ITEM_OTHER_UNIT,ITEM_PACKAGING,ITEM_DELIVERY_TIME,ITEM_SHIP_CODE,ITEM_INCOTERM,ITEM_INCOPLACE,fam_node,Product_type
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/9005200001/Cheie-fixa-auto-MOB-9005200001/,9005200001,Cheie fixa auto MOB,,gama MOB.  acoperire: cromare satinata.  STAS 6762.  DIN 3110.  ISO 10102. L: 360mm. A: 11mm. B1B2: 7787mm.gama MOB.  acoperire: cromare satinata.  STAS 6762.  DIN 3110.  ISO 10102.,,,,,Cheie fixa auto MOB,Cheie fixa auto MOB,,,01.01.2026,,Cheie fixa auto MOB,4.210704000000001,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/9005210001/Cheie-fixa-auto-MOB-9005210001/,9005210001,Cheie fixa auto MOB,,gama MOB.  acoperire: cromare satinata.  STAS 6762.  DIN 3110.  ISO 10102. L: 360mm. A: 11mm. B1B2: 7787mm.gama MOB.  acoperire: cromare satinata.  STAS 6762.  DIN 3110.  ISO 10102.,,,,,Cheie fixa auto MOB,Cheie fixa auto MOB,,,01.01.2026,,Cheie fixa auto MOB,5.2488,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/9005C10001/Cheie-fixa-auto-MOB-9005C10001/,9005C10001,Cheie fixa auto MOB,,gama MOB.  acoperire: cromare satinata.  STAS 6762.  DIN 3110.  ISO 10102. L: 360mm. A: 11mm. B1B2: 7787mm.gama MOB.  acoperire: cromare satinata.  STAS 6762.  DIN 3110.  ISO 10102.,,,,,Cheie fixa auto MOB,Cheie fixa auto MOB,,,01.01.2026,,Cheie fixa auto MOB,6.542208000000001,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/9005220001/Cheie-fixa-auto-MOB-9005220001/,9005220001,Cheie fixa auto MOB,,gama MOB.  acoperire: cromare satinata.  STAS 6762.  DIN 3110.  ISO 10102. L: 360mm. A: 11mm. B1B2: 7787mm.gama MOB.  acoperire: cromare satinata.  STAS 6762.  DIN 3110.  ISO 10102.,,,,,Cheie fixa auto MOB,Cheie fixa auto MOB,,,01.01.2026,,Cheie fixa auto MOB,5.59224,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/9005240001/Cheie-fixa-auto-MOB-9005240001/,9005240001,Cheie fixa auto MOB,,gama MOB.  acoperire: cromare satinata.  STAS 6762.  DIN 3110.  ISO 10102. L: 360mm. A: 11mm. B1B2: 7787mm.gama MOB.  acoperire: cromare satinata.  STAS 6762.  DIN 3110.  ISO 10102.,,,,,Cheie fixa auto MOB,Cheie fixa auto MOB,,,01.01.2026,,Cheie fixa auto MOB,6.739200000000001,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/9005C40001/Cheie-fixa-auto-MOB-9005C40001/,9005C40001,Cheie fixa auto MOB,,gama MOB.  acoperire: cromare satinata.  STAS 6762.  DIN 3110.  ISO 10102. L: 360mm. A: 11mm. B1B2: 7787mm.gama MOB.  acoperire: cromare satinata.  STAS 6762.  DIN 3110.  ISO 10102.,,,,,Cheie fixa auto MOB,Cheie fixa auto MOB,,,01.01.2026,,Cheie fixa auto MOB,5.781456000000001,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/9005250001/Cheie-fixa-auto-MOB-9005250001/,9005250001,Cheie fixa auto MOB,,gama MOB.  acoperire: cromare satinata.  STAS 6762.  DIN 3110.  ISO 10102. L: 360mm. A: 11mm. B1B2: 7787mm.gama MOB.  acoperire: cromare satinata.  STAS 6762.  DIN 3110.  ISO 10102.,,,,,Cheie fixa auto MOB,Cheie fixa auto MOB,,,01.01.2026,,Cheie fixa auto MOB,6.232464000000001,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/9005270001/Cheie-fixa-auto-MOB-9005270001/,9005270001,Cheie fixa auto MOB,,gama MOB.  acoperire: cromare satinata.  STAS 6762.  DIN 3110.  ISO 10102. L: 360mm. A: 11mm. B1B2: 7787mm.gama MOB.  acoperire: cromare satinata.  STAS 6762.  DIN 3110.  ISO 10102.,,,,,Cheie fixa auto MOB,Cheie fixa auto MOB,,,01.01.2026,,Cheie fixa auto MOB,7.122816,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/9005C70001/Cheie-fixa-auto-MOB-9005C70001/,9005C70001,Cheie fixa auto MOB,,gama MOB.  acoperire: cromare satinata.  STAS 6762.  DIN 3110.  ISO 10102. L: 360mm. A: 11mm. B1B2: 7787mm.gama MOB.  acoperire: cromare satinata.  STAS 6762.  DIN 3110.  ISO 10102.,,,,,Cheie fixa auto MOB,Cheie fixa auto MOB,,,01.01.2026,,Cheie fixa auto MOB,7.249824,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/9005D70001/Cheie-fixa-auto-MOB-9005D70001/,9005D70001,Cheie fixa auto MOB,,gama MOB.  acoperire: cromare satinata.  STAS 6762.  DIN 3110.  ISO 10102. L: 360mm. A: 11mm. B1B2: 7787mm.gama MOB.  acoperire: cromare satinata.  STAS 6762.  DIN 3110.  ISO 10102.,,,,,Cheie fixa auto MOB,Cheie fixa auto MOB,,,01.01.2026,,Cheie fixa auto MOB,7.466256000000001,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/9005300001/Cheie-fixa-auto-MOB-9005300001/,9005300001,Cheie fixa auto MOB,,gama MOB.  acoperire: cromare satinata.  STAS 6762.  DIN 3110.  ISO 10102. L: 360mm. A: 11mm. B1B2: 7787mm.gama MOB.  acoperire: cromare satinata.  STAS 6762.  DIN 3110.  ISO 10102.,,,,,Cheie fixa auto MOB,Cheie fixa auto MOB,,,01.01.2026,,Cheie fixa auto MOB,7.917264000000002,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/9005340001/Cheie-fixa-auto-MOB-9005340001/,9005340001,Cheie fixa auto MOB,,gama MOB.  acoperire: cromare satinata.  STAS 6762.  DIN 3110.  ISO 10102. L: 360mm. A: 11mm. B1B2: 7787mm.gama MOB.  acoperire: cromare satinata.  STAS 6762.  DIN 3110.  ISO 10102.,,,,,Cheie fixa auto MOB,Cheie fixa auto MOB,,,01.01.2026,,Cheie fixa auto MOB,14.541120000000001,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/9005360001/Cheie-fixa-auto-MOB-9005360001/,9005360001,Cheie fixa auto MOB,,gama MOB.  acoperire: cromare satinata.  STAS 6762.  DIN 3110.  ISO 10102. L: 360mm. A: 11mm. B1B2: 7787mm.gama MOB.  acoperire: cromare satinata.  STAS 6762.  DIN 3110.  ISO 10102.,,,,,Cheie fixa auto MOB,Cheie fixa auto MOB,,,01.01.2026,,Cheie fixa auto MOB,16.198704000000003,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/00100060505/Cheie-fixa-simpla-00100060505/,00100060505,Cheie fixa simpla,,acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.  Dimensiuni: A: 26 mm. B: 195 mm. L: 760 mm.acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.,,,,,Cheie fixa simpla,Cheie fixa simpla,,,01.01.2026,,Cheie fixa simpla,0.8294400000000002,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/00100070505/Cheie-fixa-simpla-00100070505/,00100070505,Cheie fixa simpla,,acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.  Dimensiuni: A: 26 mm. B: 195 mm. L: 760 mm.acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.,,,,,Cheie fixa simpla,Cheie fixa simpla,,,01.01.2026,,Cheie fixa simpla,0.8618400000000002,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/00100080505/Cheie-fixa-simpla-00100080505/,00100080505,Cheie fixa simpla,,acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.  Dimensiuni: A: 26 mm. B: 195 mm. L: 760 mm.acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.,,,,,Cheie fixa simpla,Cheie fixa simpla,,,01.01.2026,,Cheie fixa simpla,0.8748000000000001,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/00100090505/Cheie-fixa-simpla-00100090505/,00100090505,Cheie fixa simpla,,acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.  Dimensiuni: A: 26 mm. B: 195 mm. L: 760 mm.acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.,,,,,Cheie fixa simpla,Cheie fixa simpla,,,01.01.2026,,Cheie fixa simpla,0.8748000000000001,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/00100100505/Cheie-fixa-simpla-00100100505/,00100100505,Cheie fixa simpla,,acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.  Dimensiuni: A: 26 mm. B: 195 mm. L: 760 mm.acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.,,,,,Cheie fixa simpla,Cheie fixa simpla,,,01.01.2026,,Cheie fixa simpla,0.8748000000000001,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/00100110505/Cheie-fixa-simpla-00100110505/,00100110505,Cheie fixa simpla,,acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.  Dimensiuni: A: 26 mm. B: 195 mm. L: 760 mm.acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.,,,,,Cheie fixa simpla,Cheie fixa simpla,,,01.01.2026,,Cheie fixa simpla,1.0044000000000002,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/00100120505/Cheie-fixa-simpla-00100120505/,00100120505,Cheie fixa simpla,,acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.  Dimensiuni: A: 26 mm. B: 195 mm. L: 760 mm.acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.,,,,,Cheie fixa simpla,Cheie fixa simpla,,,01.01.2026,,Cheie fixa simpla,1.071792,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/00100130505/Cheie-fixa-simpla-00100130505/,00100130505,Cheie fixa simpla,,acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.  Dimensiuni: A: 26 mm. B: 195 mm. L: 760 mm.acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.,,,,,Cheie fixa simpla,Cheie fixa simpla,,,01.01.2026,,Cheie fixa simpla,1.206576,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/00100140505/Cheie-fixa-simpla-00100140505/,00100140505,Cheie fixa simpla,,acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.  Dimensiuni: A: 26 mm. B: 195 mm. L: 760 mm.acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.,,,,,Cheie fixa simpla,Cheie fixa simpla,,,01.01.2026,,Cheie fixa simpla,1.3141440000000004,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/00100150505/Cheie-fixa-simpla-00100150505/,00100150505,Cheie fixa simpla,,acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.  Dimensiuni: A: 26 mm. B: 195 mm. L: 760 mm.acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.,,,,,Cheie fixa simpla,Cheie fixa simpla,,,01.01.2026,,Cheie fixa simpla,1.320624,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/00100160505/Cheie-fixa-simpla-00100160505/,00100160505,Cheie fixa simpla,,acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.  Dimensiuni: A: 26 mm. B: 195 mm. L: 760 mm.acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.,,,,,Cheie fixa simpla,Cheie fixa simpla,,,01.01.2026,,Cheie fixa simpla,1.3815360000000003,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/00100170505/Cheie-fixa-simpla-00100170505/,00100170505,Cheie fixa simpla,,acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.  Dimensiuni: A: 26 mm. B: 195 mm. L: 760 mm.acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.,,,,,Cheie fixa simpla,Cheie fixa simpla,,,01.01.2026,,Cheie fixa simpla,1.3815360000000003,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/00100180505/Cheie-fixa-simpla-00100180505/,00100180505,Cheie fixa simpla,,acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.  Dimensiuni: A: 26 mm. B: 195 mm. L: 760 mm.acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.,,,,,Cheie fixa simpla,Cheie fixa simpla,,,01.01.2026,,Cheie fixa simpla,1.570752,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/00100190505/Cheie-fixa-simpla-00100190505/,00100190505,Cheie fixa simpla,,acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.  Dimensiuni: A: 26 mm. B: 195 mm. L: 760 mm.acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.,,,,,Cheie fixa simpla,Cheie fixa simpla,,,01.01.2026,,Cheie fixa simpla,1.631664,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/00100210505/Cheie-fixa-simpla-00100210505/,00100210505,Cheie fixa simpla,,acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.  Dimensiuni: A: 26 mm. B: 195 mm. L: 760 mm.acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.,,,,,Cheie fixa simpla,Cheie fixa simpla,,,01.01.2026,,Cheie fixa simpla,1.8999360000000003,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/00100220505/Cheie-fixa-simpla-00100220505/,00100220505,Cheie fixa simpla,,acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.  Dimensiuni: A: 26 mm. B: 195 mm. L: 760 mm.acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.,,,,,Cheie fixa simpla,Cheie fixa simpla,,,01.01.2026,,Cheie fixa simpla,2.2641120000000003,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/00100240505/Cheie-fixa-simpla-00100240505/,00100240505,Cheie fixa simpla,,acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.  Dimensiuni: A: 26 mm. B: 195 mm. L: 760 mm.acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.,,,,,Cheie fixa simpla,Cheie fixa simpla,,,01.01.2026,,Cheie fixa simpla,3.0792960000000007,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/00100270505/Cheie-fixa-simpla-00100270505/,00100270505,Cheie fixa simpla,,acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.  Dimensiuni: A: 26 mm. B: 195 mm. L: 760 mm.acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.,,,,,Cheie fixa simpla,Cheie fixa simpla,,,01.01.2026,,Cheie fixa simpla,3.517344000000001,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/00100280505/Cheie-fixa-simpla-00100280505/,00100280505,Cheie fixa simpla,,acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.  Dimensiuni: A: 26 mm. B: 195 mm. L: 760 mm.acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.,,,,,Cheie fixa simpla,Cheie fixa simpla,,,01.01.2026,,Cheie fixa simpla,3.7532160000000006,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/00100300505/Cheie-fixa-simpla-00100300505/,00100300505,Cheie fixa simpla,,acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.  Dimensiuni: A: 26 mm. B: 195 mm. L: 760 mm.acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.,,,,,Cheie fixa simpla,Cheie fixa simpla,,,01.01.2026,,Cheie fixa simpla,4.340304000000001,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/00100320505/Cheie-fixa-simpla-00100320505/,00100320505,Cheie fixa simpla,,acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.  Dimensiuni: A: 26 mm. B: 195 mm. L: 760 mm.acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.,,,,,Cheie fixa simpla,Cheie fixa simpla,,,01.01.2026,,Cheie fixa simpla,5.653152,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/00100340505/Cheie-fixa-simpla-00100340505/,00100340505,Cheie fixa simpla,,acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.  Dimensiuni: A: 26 mm. B: 195 mm. L: 760 mm.acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.,,,,,Cheie fixa simpla,Cheie fixa simpla,,,01.01.2026,,Cheie fixa simpla,5.141232000000001,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/00100350505/Cheie-fixa-simpla-00100350505/,00100350505,Cheie fixa simpla,,acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.  Dimensiuni: A: 26 mm. B: 195 mm. L: 760 mm.acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.,,,,,Cheie fixa simpla,Cheie fixa simpla,,,01.01.2026,,Cheie fixa simpla,5.141232000000001,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/00100360505/Cheie-fixa-simpla-00100360505/,00100360505,Cheie fixa simpla,,acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.  Dimensiuni: A: 26 mm. B: 195 mm. L: 760 mm.acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.,,,,,Cheie fixa simpla,Cheie fixa simpla,,,01.01.2026,,Cheie fixa simpla,5.2358400000000005,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/00100380505/Cheie-fixa-simpla-00100380505/,00100380505,Cheie fixa simpla,,acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.  Dimensiuni: A: 26 mm. B: 195 mm. L: 760 mm.acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.,,,,,Cheie fixa simpla,Cheie fixa simpla,,,01.01.2026,,Cheie fixa simpla,6.200064000000001,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/00100400505/Cheie-fixa-simpla-00100400505/,00100400505,Cheie fixa simpla,,acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.  Dimensiuni: A: 26 mm. B: 195 mm. L: 760 mm.acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.,,,,,Cheie fixa simpla,Cheie fixa simpla,,,01.01.2026,,Cheie fixa simpla,7.007472,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/00100410505/Cheie-fixa-simpla-00100410505/,00100410505,Cheie fixa simpla,,acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.  Dimensiuni: A: 26 mm. B: 195 mm. L: 760 mm.acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.,,,,,Cheie fixa simpla,Cheie fixa simpla,,,01.01.2026,,Cheie fixa simpla,7.007472,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/00100420505/Cheie-fixa-simpla-00100420505/,00100420505,Cheie fixa simpla,,acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.  Dimensiuni: A: 26 mm. B: 195 mm. L: 760 mm.acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.,,,,,Cheie fixa simpla,Cheie fixa simpla,,,01.01.2026,,Cheie fixa simpla,7.936704000000001,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/00100460505/Cheie-fixa-simpla-00100460505/,00100460505,Cheie fixa simpla,,acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.  Dimensiuni: A: 26 mm. B: 195 mm. L: 760 mm.acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.,,,,,Cheie fixa simpla,Cheie fixa simpla,,,01.01.2026,,Cheie fixa simpla,8.887968,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/00100480505/Cheie-fixa-simpla-00100480505/,00100480505,Cheie fixa simpla,,acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.  Dimensiuni: A: 26 mm. B: 195 mm. L: 760 mm.acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.,,,,,Cheie fixa simpla,Cheie fixa simpla,,,01.01.2026,,Cheie fixa simpla,12.944448000000001,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/00100500505/Cheie-fixa-simpla-00100500505/,00100500505,Cheie fixa simpla,,acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.  Dimensiuni: A: 26 mm. B: 195 mm. L: 760 mm.acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.,,,,,Cheie fixa simpla,Cheie fixa simpla,,,01.01.2026,,Cheie fixa simpla,13.658544000000001,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/00100550505/Cheie-fixa-simpla-00100550505/,00100550505,Cheie fixa simpla,,acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.  Dimensiuni: A: 26 mm. B: 195 mm. L: 760 mm.acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.,,,,,Cheie fixa simpla,Cheie fixa simpla,,,01.01.2026,,Cheie fixa simpla,20.773584,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/00100600505/Cheie-fixa-simpla-00100600505/,00100600505,Cheie fixa simpla,,acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.  Dimensiuni: A: 26 mm. B: 195 mm. L: 760 mm.acoperire: brunare.  STAS 581.  DIN 894.  ISO 3318.,,,,,Cheie fixa simpla,Cheie fixa simpla,,,01.01.2026,,Cheie fixa simpla,24.366096000000002,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
