Name,Slug,SKU,Manufacturer URL,Main Image URL,Gallery URL 1,Gallery URL 2,Gallery URL 3,Gallery URL 4,Brand,Brand Name,Model,Short Description,Category,Category Text,Subcategory,Subcategory Text,ST1 Label,ST1 Value,ST1 Details,ST2 Label,ST2 Value,ST2 Details,ST3 Label,ST3 Value,ST3 Details,Featured,App 01 Title,App 01 Details,App 02 Title,App 02 Details,App 03 Title,App 03 Details,Q1,A1,Q2,A2,Q3,A3,C1 Title,C1 Details,C2 Title,C2 Details,C3 Title,C3 Details,From field: Brand Name,From field: Brand Name 2
6.371-243.0,kaercher-6-371-243-0,6.371-243.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.371-243.0,https://s1.kaercher-media.com/mam/63712430/mainproduct/216391/d0.jpg,https://s1.kaercher-media.com/mam/63712430/mainproduct/216391/d1.jpg,,,,Karcher,Karcher, Diamond pad white set 5x Ø152,"Disc de slefuire sau diamantat Kärcher – abrazivitate controlată pentru pregătirea și finisarea suprafețelor de beton, teracotă și piatră naturală.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.371-246.0,kaercher-6-371-246-0,6.371-246.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.371-246.0,https://s1.kaercher-media.com/mam/63712460/mainproduct/31276/d0.jpg,https://s1.kaercher-media.com/mam/63712460/mainproduct/31276/d1.jpg,,,,Karcher,Karcher, Diamond pad white set 5x Ø280,"Disc de slefuire sau diamantat Kärcher – abrazivitate controlată pentru pregătirea și finisarea suprafețelor de beton, teracotă și piatră naturală.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.371-248.0,kaercher-6-371-248-0,6.371-248.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.371-248.0,https://s1.kaercher-media.com/mam/63712480/mainproduct/31276/d0.jpg,https://s1.kaercher-media.com/mam/63712480/mainproduct/31276/d1.jpg,,,,Karcher,Karcher, Diamond pad white set 5x Ø306,"Disc de slefuire sau diamantat Kärcher – abrazivitate controlată pentru pregătirea și finisarea suprafețelor de beton, teracotă și piatră naturală.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.371-250.0,kaercher-6-371-250-0,6.371-250.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.371-250.0,https://s1.kaercher-media.com/mam/63712500/mainproduct/31276/d0.jpg,https://s1.kaercher-media.com/mam/63712500/mainproduct/31276/d1.jpg,,,,Karcher,Karcher, Diamond pad white set 5x Ø356,"Disc de slefuire sau diamantat Kärcher – abrazivitate controlată pentru pregătirea și finisarea suprafețelor de beton, teracotă și piatră naturală.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.371-252.0,kaercher-6-371-252-0,6.371-252.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.371-252.0,https://s1.kaercher-media.com/mam/63712520/mainproduct/31276/d0.jpg,https://s1.kaercher-media.com/mam/63712520/mainproduct/31276/d1.jpg,,,,Karcher,Karcher, Diamond pad white set 5x Ø381,"Disc de slefuire sau diamantat Kärcher – abrazivitate controlată pentru pregătirea și finisarea suprafețelor de beton, teracotă și piatră naturală.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.371-256.0,kaercher-6-371-256-0,6.371-256.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.371-256.0,https://s1.kaercher-media.com/mam/63712560/mainproduct/31276/d0.jpg,https://s1.kaercher-media.com/mam/63712560/mainproduct/31276/d1.jpg,,,,Karcher,Karcher, Diamond pad white set 5x Ø432,"Disc de slefuire sau diamantat Kärcher – abrazivitate controlată pentru pregătirea și finisarea suprafețelor de beton, teracotă și piatră naturală.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.371-258.0,kaercher-6-371-258-0,6.371-258.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.371-258.0,https://s1.kaercher-media.com/mam/63712580/mainproduct/31276/d0.jpg,https://s1.kaercher-media.com/mam/63712580/mainproduct/31276/d1.jpg,,,,Karcher,Karcher, Diamond pad white set 5x Ø457,"Disc de slefuire sau diamantat Kärcher – abrazivitate controlată pentru pregătirea și finisarea suprafețelor de beton, teracotă și piatră naturală.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.371-260.0,kaercher-6-371-260-0,6.371-260.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.371-260.0,https://s1.kaercher-media.com/mam/63712600/mainproduct/31276/d0.jpg,https://s1.kaercher-media.com/mam/63712600/mainproduct/31276/d1.jpg,,,,Karcher,Karcher, Diamond pad white set 5x Ø508,"Disc de slefuire sau diamantat Kärcher – abrazivitate controlată pentru pregătirea și finisarea suprafețelor de beton, teracotă și piatră naturală.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.371-242.0,kaercher-6-371-242-0,6.371-242.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.371-242.0,https://s1.kaercher-media.com/mam/63712420/mainproduct/216390/d0.jpg,https://s1.kaercher-media.com/mam/63712420/mainproduct/216390/d1.jpg,,,,Karcher,Karcher, Diamond pad yellow set 5x Ø152,"Disc de slefuire sau diamantat Kärcher – abrazivitate controlată pentru pregătirea și finisarea suprafețelor de beton, teracotă și piatră naturală.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.371-247.0,kaercher-6-371-247-0,6.371-247.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.371-247.0,https://s1.kaercher-media.com/mam/63712470/mainproduct/31282/d0.jpg,https://s1.kaercher-media.com/mam/63712470/mainproduct/31282/d1.jpg,,,,Karcher,Karcher, Diamond pad yellow set 5x Ø280,"Disc de slefuire sau diamantat Kärcher – abrazivitate controlată pentru pregătirea și finisarea suprafețelor de beton, teracotă și piatră naturală.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.371-249.0,kaercher-6-371-249-0,6.371-249.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.371-249.0,https://s1.kaercher-media.com/mam/63712490/mainproduct/31282/d0.jpg,https://s1.kaercher-media.com/mam/63712490/mainproduct/31282/d1.jpg,,,,Karcher,Karcher, Diamond pad yellow set 5x Ø306,"Disc de slefuire sau diamantat Kärcher – abrazivitate controlată pentru pregătirea și finisarea suprafețelor de beton, teracotă și piatră naturală.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.371-251.0,kaercher-6-371-251-0,6.371-251.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.371-251.0,https://s1.kaercher-media.com/mam/63712510/mainproduct/31282/d0.jpg,https://s1.kaercher-media.com/mam/63712510/mainproduct/31282/d1.jpg,,,,Karcher,Karcher, Diamond pad yellow set 5x Ø356,"Disc de slefuire sau diamantat Kärcher – abrazivitate controlată pentru pregătirea și finisarea suprafețelor de beton, teracotă și piatră naturală.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.371-253.0,kaercher-6-371-253-0,6.371-253.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.371-253.0,https://s1.kaercher-media.com/mam/63712530/mainproduct/31282/d0.jpg,https://s1.kaercher-media.com/mam/63712530/mainproduct/31282/d1.jpg,,,,Karcher,Karcher, Diamond pad yellow set 5x Ø381,"Disc de slefuire sau diamantat Kärcher – abrazivitate controlată pentru pregătirea și finisarea suprafețelor de beton, teracotă și piatră naturală.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.371-257.0,kaercher-6-371-257-0,6.371-257.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.371-257.0,https://s1.kaercher-media.com/mam/63712570/mainproduct/31282/d0.jpg,https://s1.kaercher-media.com/mam/63712570/mainproduct/31282/d1.jpg,,,,Karcher,Karcher, Diamond pad yellow set 5x Ø432,"Disc de slefuire sau diamantat Kärcher – abrazivitate controlată pentru pregătirea și finisarea suprafețelor de beton, teracotă și piatră naturală.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.371-259.0,kaercher-6-371-259-0,6.371-259.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.371-259.0,https://s1.kaercher-media.com/mam/63712590/mainproduct/31282/d0.jpg,https://s1.kaercher-media.com/mam/63712590/mainproduct/31282/d1.jpg,,,,Karcher,Karcher, Diamond pad yellow set 5x Ø457,"Disc de slefuire sau diamantat Kärcher – abrazivitate controlată pentru pregătirea și finisarea suprafețelor de beton, teracotă și piatră naturală.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.371-261.0,kaercher-6-371-261-0,6.371-261.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.371-261.0,https://s1.kaercher-media.com/mam/63712610/mainproduct/31282/d0.jpg,https://s1.kaercher-media.com/mam/63712610/mainproduct/31282/d1.jpg,,,,Karcher,Karcher, Diamond pad yellow set 5x Ø508,"Disc de slefuire sau diamantat Kärcher – abrazivitate controlată pentru pregătirea și finisarea suprafețelor de beton, teracotă și piatră naturală.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.905-866.0,kaercher-6-905-866-0,6.905-866.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.905-866.0,https://s1.kaercher-media.com/mam/12912430/mainproduct/79377/d0.jpg,https://s1.kaercher-media.com/mam/63698960/mainproduct/28209/d0.jpg,,,,Karcher,Karcher, Disc brush,"Pad/disc de curățare Kärcher – abrazivitate optimizată pentru tipul de suprafață, compatibil cu mașinile monodisc și mașinile de spălat pardoseli.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.994-118.0,kaercher-6-994-118-0,6.994-118.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.994-118.0,https://s1.kaercher-media.com/mam/69941180/mainproduct/28317/d0.jpg,https://s1.kaercher-media.com/mam/69941180/mainproduct/28317/d1.jpg,,,,Karcher,Karcher, Disc brush 200,"Pad/disc de curățare Kärcher – abrazivitate optimizată pentru tipul de suprafață, compatibil cu mașinile monodisc și mașinile de spălat pardoseli.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.905-865.0,kaercher-6-905-865-0,6.905-865.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.905-865.0,https://s1.kaercher-media.com/mam/17371070/mainproduct/216397/d0.jpg,https://s1.kaercher-media.com/mam/17832120/mainproduct/37077/d0.jpg,,,,Karcher,Karcher, Disc brush black ( old colour grey ),"Pad/disc de curățare Kärcher – abrazivitate optimizată pentru tipul de suprafață, compatibil cu mașinile monodisc și mașinile de spălat pardoseli.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.958-235.0,kaercher-6-958-235-0,6.958-235.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.958-235.0,https://s1.kaercher-media.com/mam/17832130/mainproduct/30789/d0.jpg,https://s1.kaercher-media.com/mam/11482010/mainproduct/75309/d0.jpg,,,,Karcher,Karcher, Disc brush black (old colour grey),"Pad/disc de curățare Kärcher – abrazivitate optimizată pentru tipul de suprafață, compatibil cu mașinile monodisc și mașinile de spălat pardoseli.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.370-972.0,kaercher-6-370-972-0,6.370-972.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.370-972.0,https://s1.kaercher-media.com/mam/12912430/mainproduct/79377/d0.jpg,https://s1.kaercher-media.com/mam/63698960/mainproduct/28209/d0.jpg,,,,Karcher,Karcher, Disc brush black (old colour grey),"Pad/disc de curățare Kärcher – abrazivitate optimizată pentru tipul de suprafață, compatibil cu mașinile monodisc și mașinile de spălat pardoseli.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.994-117.0,kaercher-6-994-117-0,6.994-117.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=6.994-117.0,https://s1.kaercher-media.com/mam/69941170/mainproduct/50932/d0.jpg,https://s1.kaercher-media.com/mam/69941170/mainproduct/50932/d1.jpg,,,,Karcher,Karcher, Disc brush black D200,"Pad/disc de curățare Kärcher – abrazivitate optimizată pentru tipul de suprafață, compatibil cu mașinile monodisc și mașinile de spălat pardoseli.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.905-006.0,kaercher-4-905-006-0,4.905-006.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=4.905-006.0,https://s1.kaercher-media.com/mam/49050060/mainproduct/24966/d0.jpg,https://s1.kaercher-media.com/mam/49050060/mainproduct/24966/d1.jpg,,,,Karcher,Karcher, Disc brush complete hard schwarz 450 mm,"Pad/disc de curățare Kärcher – abrazivitate optimizată pentru tipul de suprafață, compatibil cu mașinile monodisc și mașinile de spălat pardoseli.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.905-009.0,kaercher-4-905-009-0,4.905-009.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=4.905-009.0,https://s1.kaercher-media.com/mam/49050090/mainproduct/39694/d0.jpg,https://s1.kaercher-media.com/mam/49050090/mainproduct/39694/d1.jpg,,,,Karcher,Karcher, Disc brush complete hard schwarz 550 mm,"Pad/disc de curățare Kärcher – abrazivitate optimizată pentru tipul de suprafață, compatibil cu mașinile monodisc și mașinile de spălat pardoseli.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.905-003.0,kaercher-4-905-003-0,4.905-003.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=4.905-003.0,https://s1.kaercher-media.com/mam/49050030/mainproduct/24982/d0.jpg,https://s1.kaercher-media.com/mam/49050030/mainproduct/24982/d1.jpg,,,,Karcher,Karcher, Disc brush complete middle rot 450 mm,"Pad/disc de curățare Kärcher – abrazivitate optimizată pentru tipul de suprafață, compatibil cu mașinile monodisc și mașinile de spălat pardoseli.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.905-002.0,kaercher-4-905-002-0,4.905-002.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=4.905-002.0,https://s1.kaercher-media.com/mam/49050020/mainproduct/39708/d0.jpg,https://s1.kaercher-media.com/mam/49050020/mainproduct/39708/d1.jpg,,,,Karcher,Karcher, Disc brush complete middle rot 550 mm,"Pad/disc de curățare Kärcher – abrazivitate optimizată pentru tipul de suprafață, compatibil cu mașinile monodisc și mașinile de spălat pardoseli.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.905-033.0,kaercher-4-905-033-0,4.905-033.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=4.905-033.0,https://s1.kaercher-media.com/mam/49050330/mainproduct/28362/d0.jpg,https://s1.kaercher-media.com/mam/49050330/mainproduct/28362/d1.jpg,,,,Karcher,Karcher, Disc brush complete red,"Pad/disc de curățare Kärcher – abrazivitate optimizată pentru tipul de suprafață, compatibil cu mașinile monodisc și mașinile de spălat pardoseli.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.905-004.0,kaercher-4-905-004-0,4.905-004.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=4.905-004.0,https://s1.kaercher-media.com/mam/49050040/mainproduct/24975/d0.jpg,https://s1.kaercher-media.com/mam/49050040/mainproduct/24975/d1.jpg,,,,Karcher,Karcher, Disc brush complete soft natur 450 mm,"Pad/disc de curățare Kärcher – abrazivitate optimizată pentru tipul de suprafață, compatibil cu mașinile monodisc și mașinile de spălat pardoseli.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.905-007.0,kaercher-4-905-007-0,4.905-007.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=4.905-007.0,https://s1.kaercher-media.com/mam/49050070/mainproduct/24975/d0.jpg,https://s1.kaercher-media.com/mam/49050070/mainproduct/24975/d1.jpg,,,,Karcher,Karcher, Disc brush complete soft natur 550 mm,"Pad/disc de curățare Kärcher – abrazivitate optimizată pentru tipul de suprafață, compatibil cu mașinile monodisc și mașinile de spălat pardoseli.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.905-005.0,kaercher-4-905-005-0,4.905-005.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=4.905-005.0,https://s1.kaercher-media.com/mam/49050050/mainproduct/24973/d0.jpg,https://s1.kaercher-media.com/mam/49050050/mainproduct/24973/d1.jpg,,,,Karcher,Karcher, Disc brush complete white 450 mm,"Pad de polișare Kärcher – finisaj superior pe pardoseli lucioase, potrivit pentru marmură, granit și suprafețe lăcuite sensibile.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.905-008.0,kaercher-4-905-008-0,4.905-008.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=4.905-008.0,https://s1.kaercher-media.com/mam/49050080/mainproduct/39704/d0.jpg,https://s1.kaercher-media.com/mam/49050080/mainproduct/39704/d1.jpg,,,,Karcher,Karcher, Disc brush complete white 550 mm,"Pad de polișare Kärcher – finisaj superior pe pardoseli lucioase, potrivit pentru marmură, granit și suprafețe lăcuite sensibile.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.905-017.0,kaercher-4-905-017-0,4.905-017.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=4.905-017.0,https://s1.kaercher-media.com/mam/49050170/mainproduct/39715/d0.jpg,https://s1.kaercher-media.com/mam/49050170/mainproduct/39715/d1.jpg,,,,Karcher,Karcher, Disc brush cpl. hard black 300 mm,"Pad/disc de curățare Kärcher – abrazivitate optimizată pentru tipul de suprafață, compatibil cu mașinile monodisc și mașinile de spălat pardoseli.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.905-013.0,kaercher-4-905-013-0,4.905-013.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=4.905-013.0,https://s1.kaercher-media.com/mam/49050130/mainproduct/24966/d0.jpg,https://s1.kaercher-media.com/mam/49050130/mainproduct/24966/d1.jpg,,,,Karcher,Karcher, Disc brush cpl. hard black 355 mm,"Pad/disc de curățare Kärcher – abrazivitate optimizată pentru tipul de suprafață, compatibil cu mașinile monodisc și mașinile de spălat pardoseli.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.905-021.0,kaercher-4-905-021-0,4.905-021.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=4.905-021.0,https://s1.kaercher-media.com/mam/49050210/mainproduct/24966/d0.jpg,https://s1.kaercher-media.com/mam/49050210/mainproduct/24966/d1.jpg,,,,Karcher,Karcher, Disc brush cpl. hard black 385 mm,"Pad/disc de curățare Kärcher – abrazivitate optimizată pentru tipul de suprafață, compatibil cu mașinile monodisc și mașinile de spălat pardoseli.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.905-032.0,kaercher-4-905-032-0,4.905-032.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=4.905-032.0,https://s1.kaercher-media.com/mam/49050320/mainproduct/39715/d0.jpg,https://s1.kaercher-media.com/mam/49050320/mainproduct/39715/d1.jpg,,,,Karcher,Karcher, Disc brush cpl. hard black 406 mm,"Pad/disc de curățare Kärcher – abrazivitate optimizată pentru tipul de suprafață, compatibil cu mașinile monodisc și mașinile de spălat pardoseli.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.905-025.0,kaercher-4-905-025-0,4.905-025.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=4.905-025.0,https://s1.kaercher-media.com/mam/49050250/mainproduct/39715/d0.jpg,https://s1.kaercher-media.com/mam/49050250/mainproduct/39715/d1.jpg,,,,Karcher,Karcher, Disc brush cpl. hard black 430 mm,"Pad/disc de curățare Kärcher – abrazivitate optimizată pentru tipul de suprafață, compatibil cu mașinile monodisc și mașinile de spălat pardoseli.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.905-029.0,kaercher-4-905-029-0,4.905-029.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=4.905-029.0,https://s1.kaercher-media.com/mam/49050290/mainproduct/39694/d0.jpg,https://s1.kaercher-media.com/mam/49050290/mainproduct/39694/d1.jpg,,,,Karcher,Karcher, Disc brush cpl. hard black 510 mm,"Pad/disc de curățare Kärcher – abrazivitate optimizată pentru tipul de suprafață, compatibil cu mașinile monodisc și mașinile de spălat pardoseli.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.905-014.0,kaercher-4-905-014-0,4.905-014.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=4.905-014.0,https://s1.kaercher-media.com/mam/49050140/mainproduct/24982/d0.jpg,https://s1.kaercher-media.com/mam/49050140/mainproduct/24982/d1.jpg,,,,Karcher,Karcher, Disc brush cpl. middle red 300 mm,"Pad/disc de curățare Kärcher – abrazivitate optimizată pentru tipul de suprafață, compatibil cu mașinile monodisc și mașinile de spălat pardoseli.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.905-010.0,kaercher-4-905-010-0,4.905-010.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=4.905-010.0,https://s1.kaercher-media.com/mam/49050100/mainproduct/24982/d0.jpg,https://s1.kaercher-media.com/mam/49050100/mainproduct/24982/d1.jpg,,,,Karcher,Karcher, Disc brush cpl. middle red 355 mm,"Pad/disc de curățare Kärcher – abrazivitate optimizată pentru tipul de suprafață, compatibil cu mașinile monodisc și mașinile de spălat pardoseli.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.905-018.0,kaercher-4-905-018-0,4.905-018.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=4.905-018.0,https://s1.kaercher-media.com/mam/49050180/mainproduct/24982/d0.jpg,https://s1.kaercher-media.com/mam/49050180/mainproduct/24982/d1.jpg,,,,Karcher,Karcher, Disc brush cpl. middle red 385 mm,"Pad/disc de curățare Kärcher – abrazivitate optimizată pentru tipul de suprafață, compatibil cu mașinile monodisc și mașinile de spălat pardoseli.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.905-000.0,kaercher-4-905-000-0,4.905-000.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=4.905-000.0,https://s1.kaercher-media.com/mam/49050000/mainproduct/28197/d0.jpg,https://s1.kaercher-media.com/mam/49050000/mainproduct/28197/d1.jpg,,,,Karcher,Karcher, Disc brush cpl. middle red 406 mm,"Pad/disc de curățare Kärcher – abrazivitate optimizată pentru tipul de suprafață, compatibil cu mașinile monodisc și mașinile de spălat pardoseli.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.905-022.0,kaercher-4-905-022-0,4.905-022.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=4.905-022.0,https://s1.kaercher-media.com/mam/49050220/mainproduct/39700/d0.jpg,https://s1.kaercher-media.com/mam/49050220/mainproduct/39700/d1.jpg,,,,Karcher,Karcher, Disc brush cpl. middle red 430 mm,"Pad/disc de curățare Kärcher – abrazivitate optimizată pentru tipul de suprafață, compatibil cu mașinile monodisc și mașinile de spălat pardoseli.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.905-026.0,kaercher-4-905-026-0,4.905-026.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=4.905-026.0,https://s1.kaercher-media.com/mam/49050260/mainproduct/39700/d0.jpg,https://s1.kaercher-media.com/mam/49050260/mainproduct/39700/d1.jpg,,,,Karcher,Karcher, Disc brush cpl. middle red 510 mm,"Pad/disc de curățare Kärcher – abrazivitate optimizată pentru tipul de suprafață, compatibil cu mașinile monodisc și mașinile de spălat pardoseli.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.905-016.0,kaercher-4-905-016-0,4.905-016.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=4.905-016.0,https://s1.kaercher-media.com/mam/49050160/mainproduct/24975/d0.jpg,https://s1.kaercher-media.com/mam/49050160/mainproduct/24975/d1.jpg,,,,Karcher,Karcher, Disc brush cpl. soft nature 300 mm,"Pad/disc de curățare Kärcher – abrazivitate optimizată pentru tipul de suprafață, compatibil cu mașinile monodisc și mașinile de spălat pardoseli.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.905-012.0,kaercher-4-905-012-0,4.905-012.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=4.905-012.0,https://s1.kaercher-media.com/mam/49050120/mainproduct/24975/d0.jpg,https://s1.kaercher-media.com/mam/49050120/mainproduct/24975/d1.jpg,,,,Karcher,Karcher, Disc brush cpl. soft nature 355 mm,"Pad/disc de curățare Kärcher – abrazivitate optimizată pentru tipul de suprafață, compatibil cu mașinile monodisc și mașinile de spălat pardoseli.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.905-020.0,kaercher-4-905-020-0,4.905-020.0,https://www.kaercher.com/ro/cautare-rezultate.html?query=4.905-020.0,https://s1.kaercher-media.com/mam/49050200/mainproduct/24975/d0.jpg,https://s1.kaercher-media.com/mam/49050200/mainproduct/24975/d1.jpg,,,,Karcher,Karcher, Disc brush cpl. soft nature 385 mm,"Pad/disc de curățare Kärcher – abrazivitate optimizată pentru tipul de suprafață, compatibil cu mașinile monodisc și mașinile de spălat pardoseli.",,Mașini de curățat pardoseli,,"Discuri, paduri & perii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
